Archivo,HNR promedio (dB)
H1-vocals.wav,14.354882190039323
H2-vocals.wav,12.783094617540428
H3-vocals.wav,13.489698292227972
H5-vocals.wav,14.249837917302763
IA1-R-vocals.wav,17.881622751786097
IA2-R-vocals.wav,15.348027460600896
IA3-U-vocals.wav,8.268172835447343
IA4-U-vocals.wav,9.039531876462592
IA5-S-vocals.wav,11.11872141459711
IA6-R-vocals.wav,14.289603655687174
