archivo,normalized_autocorrelation_peak
H1-vocals.wav,0.953529953956604
H2-vocals.wav,0.954684853553772
H3-vocals.wav,0.9503873586654663
H5-vocals.wav,0.9822397828102112
IA1-R-vocals.wav,0.9347331523895264
IA2-R-vocals.wav,0.976024329662323
IA3-U-vocals.wav,0.949033796787262
IA4-U-vocals.wav,0.9405546188354492
IA5-S-vocals.wav,0.9237027168273926
IA6-R-vocals.wav,0.9188466668128967
