archivo,spectral_peak_energy
H1-vocals.wav,18.34065818786621
H2-vocals.wav,22.532310485839844
H3-vocals.wav,19.819517135620117
H5-vocals.wav,10.867147445678711
IA1-R-vocals.wav,43.23329544067383
IA2-R-vocals.wav,28.07019805908203
IA3-U-vocals.wav,19.977588653564453
IA4-U-vocals.wav,11.274255752563477
IA5-S-vocals.wav,36.97376251220703
IA6-R-vocals.wav,21.600074768066406
